TWikiMarkup.java,100
TableCellHeaderBlock.java,50
SectionBlock.java,55
VerbatimBlock.java,50
LinkBlock.java,53
TextParser.java,0
FormatedTextParser.java,94
WikiWordBlock.java,56
ParagraphBlock.java,100
GenericListBlockParser.java,82
TextBlock.java,75
UnorderedListBlock.java,50
MonospaceBlock.java,50
ImageBlock.java,30
NopBlock.java,0
TWikiSink.java,0
XHTMLBlock.java,43
AbstractFatherBlock.java,83
ParagraphBlockParser.java,96
AnchorBlock.java,63
BoldBlock.java,100
HRuleBlockParser.java,100
ListItemBlock.java,64
NumeratedListBlock.java,50
VerbatimBlockParser.java,100
TableRowBlock.java,50
TableCellBlock.java,50
TWikiParser.java,0
TableBlockParser.java,100
HorizontalRuleBlock.java,67
ItalicBlock.java,100
XHTMLWikiWordLinkResolver.java,0
TWikiSinkFactory.java,0
SectionBlockParser.java,94
TableBlock.java,50
